1500100767,那昊磊,文科五班,289
1500100768,韩昆卉,文科五班,482
1500100769,幸映安,文科六班,368
1500100770,屠迎梅,文科一班,471
1500100771,蓟智杰,文科二班,452
1500100772,陆访烟,理科五班,254
1500100773,傅元蝶,理科一班,492
1500100774,农星泽,文科六班,314
1500100775,明映雁,文科二班,237
1500100776,蒯小萍,理科三班,418
1500100777,易新曦,文科五班,319
1500100778,寇怀寒,文科一班,438
1500100779,於安珊,文科一班,394
1500100780,曹夜南,文科三班,333
1500100781,孟昊然,理科四班,461
1500100782,罗静珊,文科六班,303
1500100783,弓浩言,理科四班,408
1500100784,花运发,文科三班,472
1500100785,何运恒,文科三班,370
1500100786,麴妙绿,理科一班,301
1500100787,逯景天,文科五班,439
1500100788,冯鸿朗,文科二班,295
1500100789,祖鸿畅,文科二班,438
1500100790,沙慕易,文科二班,424
1500100791,阎德昌,文科五班,417
1500100792,窦平卉,理科三班,363
1500100793,庾向南,文科二班,254
1500100794,苏觅云,文科二班,391
1500100795,岑浩初,理科一班,435
1500100796,吕维运,理科三班,347
1500100797,殳碧春,理科六班,250
1500100798,蔡晨朗,文科三班,376
1500100799,姚维运,文科二班,429
1500100800,终飞昂,文科三班,337
1500100801,巫听南,文科四班,390
1500100802,聂鹏池,理科六班,336
1500100803,湛星腾,理科三班,292
1500100804,巴巧兰,文科四班,390
1500100805,戚鸿志,文科六班,447
1500100806,满金鹏,理科五班,507
1500100807,魏笑卉,理科六班,518
1500100808,艾水风,理科一班,430
1500100809,梁震博,文科二班,287
1500100810,邱忆文,理科一班,301
1500100811,成新巧,文科六班,237
1500100812,慕易绿,文科五班,301
1500100813,凤辰阳,理科一班,414
1500100814,茹谷槐,文科三班,180
1500100815,牧晋鹏,文科六班,294
1500100816,王瀚钰,文科六班,246
1500100817,邴浩歌,理科三班,316
1500100818,谢德泽,文科六班,378
1500100819,孟香彤,理科五班,280
1500100820,濮傲旋,理科三班,322
1500100821,敖金鹏,理科四班,242
1500100822,满君昊,理科四班,269
1500100823,宓新曦,文科二班,547
1500100824,柏小蕾,理科五班,379
1500100825,丁震轩,文科二班,353
1500100826,满辰钊,文科三班,439
1500100827,查冰蝶,文科六班,417
1500100828,邵智杰,文科二班,519
1500100829,尤香薇,文科六班,314
1500100830,夔宛秋,文科二班,392
1500100831,宦芷容,理科六班,493
1500100832,蓟芷梦,文科四班,391
1500100833,赖香巧,文科三班,384
1500100834,谷念薇,理科二班,586
1500100835,柯晨朗,文科一班,358
1500100836,邵香巧,理科三班,403
1500100837,广沛凝,理科四班,479
1500100838,养惜梦,文科三班,351
1500100839,明雁桃,理科五班,557
1500100840,计飞昂,理科四班,366
1500100841,水胤运,理科三班,348
1500100842,贡曼冬,理科一班,446
1500100843,管鸿达,文科五班,339
1500100844,宓凡梦,理科一班,285
1500100845,符依云,文科六班,475
1500100846,巢泽雨,理科一班,402
1500100847,索怜南,文科三班,445
1500100848,师震博,理科五班,395
1500100849,寿昊英,文科一班,440
1500100850,颜海白,理科一班,398
1500100851,白运盛,理科六班,249
1500100852,寇凝丹,文科二班,532
1500100853,林鸿朗,理科四班,515
1500100854,利敬曦,文科二班,366
1500100855,彭旭鹏,理科四班,362
1500100856,羿昆鹏,文科二班,429
1500100857,虞语海,文科五班,296
1500100858,谈泽洋,文科三班,331
1500100859,麻涵亮,文科五班,303
1500100860,廉乐双,文科三班,309
1500100861,支友安,理科一班,170
1500100862,茹晨朗,理科六班,490
1500100863,曹念蕾,文科一班,220
1500100864,柯凡雁,理科六班,291
1500100865,莫金鹏,理科三班,377
1500100866,鞠又琴,文科六班,345
1500100867,禹静枫,文科一班,317
1500100868,勾书雁,文科二班,318
1500100869,平紫雪,理科一班,435
1500100870,衡念蕾,理科三班,447
1500100871,贝惜梦,文科一班,569
1500100872,邓乐萱,理科三班,234
1500100873,路鸿志,文科四班,612
1500100874,宓涵衍,理科六班,495
1500100875,马向南,文科一班,595
1500100876,蓟丹蝶,理科六班,384
1500100877,秦友安,理科二班,523
1500100878,柳鸿轩,文科二班,412
1500100879,钮怀曼,文科一班,398
1500100880,张旭鹏,文科四班,317
1500100881,刁震博,理科三班,327
1500100882,厍振强,文科五班,358
1500100883,叶海超,文科三班,362
1500100884,井范明,文科五班,426
1500100885,黎旭彬,文科三班,401
1500100886,康寄琴,文科三班,358
1500100887,都若山,文科六班,309
1500100888,满千青,理科五班,227
1500100889,时初兰,理科五班,418
1500100890,郁昊苍,文科二班,254
1500100891,国元冬,文科六班,147
1500100892,林幻莲,文科四班,380
1500100893,邹景浩,文科四班,457
1500100894,江昆峰,理科二班,371
1500100895,蒙鑫鹏,理科三班,423
1500100896,费怀莲,文科三班,409
1500100897,厉秋灵,理科二班,426
1500100898,祁高旻,理科五班,238
1500100899,计浩言,文科四班,378
1500100900,查思菱,文科六班,562
1500100901,崔海昌,理科六班,399
1500100902,丰昊明,文科六班,360
1500100903,於依云,理科六班,549
1500100904,阎元蝶,文科五班,562
1500100905,昌醉柳,理科一班,264
1500100906,喻芷天,理科三班,292
1500100907,耿乐琴,理科五班,219
1500100908,那光济,文科二班,271
1500100909,符景天,文科二班,388
1500100910,孔沛槐,文科三班,463
1500100911,阎又绿,理科一班,426
1500100912,严惜珊,理科五班,376
1500100913,周鸿云,文科六班,476
1500100914,富绮晴,理科二班,405
1500100915,仲铭晨,理科一班,371
1500100916,范念薇,文科三班,348
1500100917,桑智阳,理科四班,312
1500100918,凤天风,理科五班,459
1500100919,伏昆宇,文科二班,410
1500100920,封景逸,文科六班,232
1500100921,林智阳,文科一班,413
1500100922,章昊伟,文科三班,516
1500100923,于从寒,理科二班,320
1500100924,凌智阳,文科五班,357
1500100925,卞乐萱,理科一班,486
1500100926,于晗昱,理科一班,473
1500100927,濮恨蕊,文科三班,405
1500100928,戚昌盛,文科一班,364
1500100929,满慕易,理科三班,630
1500100930,闻运凯,文科五班,589
1500100931,庄昆卉,理科二班,386
1500100932,堵凡儿,理科四班,435
1500100933,向曜瑞,文科二班,293
1500100934,隆高旻,理科五班,535
1500100935,蓬昆琦,文科六班,380
1500100936,习振锐,理科二班,318
1500100937,雍飞莲,理科四班,357
1500100938,国鸿德,文科二班,425
1500100939,耿智杰,理科四班,530
1500100940,狄映安,文科二班,363
1500100941,莘昆雄,文科六班,347
1500100942,贡涵亮,理科六班,249
1500100943,许昌黎,文科一班,580
1500100944,查振国,理科四班,262
1500100945,居平卉,理科六班,242
1500100946,秋海白,文科一班,353
1500100947,桂寄风,理科一班,261
1500100948,马昊天,理科二班,448
1500100949,颜沛槐,文科五班,564
1500100950,边香巧,文科二班,475
1500100951,平彭泽,文科一班,323
1500100952,郁迎荷,文科四班,482
1500100953,戈昌茂,文科五班,364
1500100954,咸芷天,文科二班,533
1500100955,逄德运,文科三班,394
1500100956,臧恨桃,文科二班,288
1500100957,杜易云,文科一班,335
1500100958,柴铭晨,理科三班,322
1500100959,金醉波,理科四班,491
1500100960,乔旭尧,文科三班,340
1500100961,李昂熙,文科四班,465
1500100962,毕德明,理科二班,309
1500100963,饶忆之,理科二班,468
1500100964,洪鸿骞,理科二班,330
1500100965,尤昊伟,文科二班,215
1500100966,庞昆雄,文科三班,324
1500100967,能映秋,文科五班,412
1500100968,谭晗日,文科五班,320
1500100969,毛昆鹏,文科三班,316
1500100970,相凡梦,理科五班,534
1500100971,郝曼凡,文科五班,259
1500100972,王昂杰,理科二班,432
1500100973,钮幼南,文科一班,419
1500100974,容鸿晖,文科五班,515
1500100975,蓬曜瑞,理科三班,532
1500100976,卓芷梦,文科六班,423
1500100977,邹飞珍,文科四班,434
1500100978,郜昆卉,文科五班,263
1500100979,乐曜灿,文科六班,348
1500100980,霍谷槐,理科一班,306
1500100981,经鹏涛,文科六班,377
1500100982,钱若芹,理科二班,332
1500100983,左傲薇,理科四班,369
1500100984,殷景逸,理科二班,310
1500100985,申飞珍,文科一班,243
1500100986,左天曼,文科一班,388
1500100987,双昆杰,文科四班,499
1500100988,余鸿云,文科六班,216
1500100989,柏盼香,理科六班,349
1500100990,扈旭鹏,理科三班,422
1500100991,冉飞昂,理科一班,76
1500100992,莫运盛,理科六班,407
1500100993,衡从蕾,理科二班,386
1500100994,相凌青,理科四班,310
1500100995,寿芷卉,理科五班,227
1500100996,厉运凡,文科三班,355
1500100997,陶敬曦,理科六班,293
1500100998,容昆宇,理科四班,398
1500100999,钟绮晴,文科五班,371
1500101000,符瑞渊,理科六班,379
